pid,neighborhood,total_area,overallqual,garagecars,fullbath,yearbuilt,yearremodadd,yrsold,saleprice,y_test_pred
905100030,22,4274,4,2,1,1963,1979,0,148000,130293.72121638632
905100030,22,4274,4,2,1,1963,1979,0,148000,129498.84202250268
907125020,5,3274,5,2,1,1996,1996,0,148000,154375.55693624236
907125020,5,3274,5,2,1,1996,1996,0,148000,159798.71246784707
907125020,5,3274,5,2,1,1996,1996,0,148000,146561.21834090145
907125020,5,3274,5,2,1,1996,1996,0,148000,130293.72121638632
907125020,5,3274,5,2,1,1996,1996,0,148000,129498.84202250268
914476130,14,4076,6,2,2,1975,1975,0,148000,154375.55693624236
914476130,14,4076,6,2,2,1975,1975,0,148000,159798.71246784707
914476130,14,4076,6,2,2,1975,1975,0,148000,146561.21834090145
914476130,14,4076,6,2,2,1975,1975,0,148000,130293.72121638632
914476130,14,4076,6,2,2,1975,1975,0,148000,129498.84202250268
532376160,22,3018,5,1,1,1965,2009,4,138500,125213.1916838132
532376160,22,3018,5,1,1,1965,2009,4,138500,125747.65354598436
906425045,23,4050,6,2,2,1900,1993,4,138500,125213.1916838132
906425045,23,4050,6,2,2,1900,1993,4,138500,125747.65354598436
534431020,15,3150,5,2,1,1940,1996,1,138500,125213.1916838132
534431020,15,3150,5,2,1,1940,1996,1,138500,125747.65354598436
534201280,15,3444,5,1,1,1968,1968,0,138500,125213.1916838132
534201280,15,3444,5,1,1,1968,1968,0,138500,125747.65354598436
532377060,22,2962,5,1,1,1967,1967,4,122000,151204.10055260657
903430080,20,3490,6,1,1,1920,1993,4,122000,151204.10055260657
532354230,22,3032,5,1,1,1961,1961,3,122000,151204.10055260657
534431130,15,3210,5,1,1,1955,1955,3,122000,151204.10055260657
905402070,7,3264,4,2,1,1954,1954,3,122000,151204.10055260657
909101100,7,3572,5,1,1,1941,1950,3,122000,151204.10055260657
902330010,20,5195,8,0,2,1872,1987,2,122000,151204.10055260657
903475060,20,5011,7,1,1,1910,1950,1,122000,151204.10055260657
907203110,5,3347,5,2,1,1975,1975,1,122000,151204.10055260657
908127060,7,4179,5,2,1,1925,1950,1,122000,151204.10055260657
532377100,22,3428,5,1,1,1963,1963,4,133000,134727.24788278612
535450070,15,3424,5,1,1,1949,1950,3,133000,134727.24788278612
903231030,3,4270,4,1,1,1935,1995,3,133000,134727.24788278612
907227290,5,2700,5,2,1,1972,2007,3,133000,134727.24788278612
527276040,8,5202,6,2,2,1950,1950,2,133000,134727.24788278612
527401130,15,4960,5,2,2,1974,1974,2,133000,134727.24788278612
535180120,15,3696,5,1,1,1956,1958,2,133000,134727.24788278612
527404050,15,3110,5,1,1,1970,2002,1,133000,134727.24788278612
527427090,15,2624,7,1,1,1998,1998,1,133000,134727.24788278612
534479130,15,4202,6,1,1,1941,1950,0,133000,134727.24788278612
907290160,5,2964,6,2,1,2003,2003,0,133000,134727.24788278612
532378110,22,3380,5,1,1,1962,2010,4,127000,128493.84781730719
532378110,22,3380,5,1,1,1962,2010,4,127000,115262.05508491179
532378110,22,3380,5,1,1,1962,2010,4,127000,120425.18659636205
532378110,22,3380,5,1,1,1962,2010,4,127000,122926.1897942848
532378110,22,3380,5,1,1,1962,2010,4,127000,113514.35978686875
532378110,22,3380,5,1,1,1962,2010,4,127000,130611.52370224053
532378110,22,3380,5,1,1,1962,2010,4,127000,124490.2866794819
905452110,7,3665,4,1,1,1947,1979,4,127000,128493.84781730719
905452110,7,3665,4,1,1,1947,1979,4,127000,115262.05508491179
905452110,7,3665,4,1,1,1947,1979,4,127000,120425.18659636205
905452110,7,3665,4,1,1,1947,1979,4,127000,122926.1897942848
905452110,7,3665,4,1,1,1947,1979,4,127000,113514.35978686875
905452110,7,3665,4,1,1,1947,1979,4,127000,130611.52370224053
905452110,7,3665,4,1,1,1947,1979,4,127000,124490.2866794819
907203070,5,3112,5,2,1,1972,1972,4,127000,128493.84781730719
907203070,5,3112,5,2,1,1972,1972,4,127000,115262.05508491179
907203070,5,3112,5,2,1,1972,1972,4,127000,120425.18659636205
907203070,5,3112,5,2,1,1972,1972,4,127000,122926.1897942848
907203070,5,3112,5,2,1,1972,1972,4,127000,113514.35978686875
907203070,5,3112,5,2,1,1972,1972,4,127000,130611.52370224053
907203070,5,3112,5,2,1,1972,1972,4,127000,124490.2866794819
909176140,21,4716,5,1,2,1924,1950,4,127000,128493.84781730719
909176140,21,4716,5,1,2,1924,1950,4,127000,115262.05508491179
909176140,21,4716,5,1,2,1924,1950,4,127000,120425.18659636205
909176140,21,4716,5,1,2,1924,1950,4,127000,122926.1897942848
909176140,21,4716,5,1,2,1924,1950,4,127000,113514.35978686875
909176140,21,4716,5,1,2,1924,1950,4,127000,130611.52370224053
909176140,21,4716,5,1,2,1924,1950,4,127000,124490.2866794819
535476240,15,3399,6,1,1,1963,1963,3,127000,128493.84781730719
535476240,15,3399,6,1,1,1963,1963,3,127000,115262.05508491179
535476240,15,3399,6,1,1,1963,1963,3,127000,120425.18659636205
535476240,15,3399,6,1,1,1963,1963,3,127000,122926.1897942848
535476240,15,3399,6,1,1,1963,1963,3,127000,113514.35978686875
535476240,15,3399,6,1,1,1963,1963,3,127000,130611.52370224053
535476240,15,3399,6,1,1,1963,1963,3,127000,124490.2866794819
908152035,7,3856,4,1,1,1960,1971,3,127000,128493.84781730719
908152035,7,3856,4,1,1,1960,1971,3,127000,115262.05508491179
908152035,7,3856,4,1,1,1960,1971,3,127000,120425.18659636205
908152035,7,3856,4,1,1,1960,1971,3,127000,122926.1897942848
908152035,7,3856,4,1,1,1960,1971,3,127000,113514.35978686875
908152035,7,3856,4,1,1,1960,1971,3,127000,130611.52370224053
908152035,7,3856,4,1,1,1960,1971,3,127000,124490.2866794819
535452120,15,4493,5,1,2,1960,1960,2,127000,128493.84781730719
535452120,15,4493,5,1,2,1960,1960,2,127000,115262.05508491179
535452120,15,4493,5,1,2,1960,1960,2,127000,120425.18659636205
535452120,15,4493,5,1,2,1960,1960,2,127000,122926.1897942848
535452120,15,4493,5,1,2,1960,1960,2,127000,113514.35978686875
535452120,15,4493,5,1,2,1960,1960,2,127000,130611.52370224053
535452120,15,4493,5,1,2,1960,1960,2,127000,124490.2866794819
903236010,3,3482,5,1,1,1948,2001,2,127000,128493.84781730719
903236010,3,3482,5,1,1,1948,2001,2,127000,115262.05508491179
903236010,3,3482,5,1,1,1948,2001,2,127000,120425.18659636205
903236010,3,3482,5,1,1,1948,2001,2,127000,122926.1897942848
903236010,3,3482,5,1,1,1948,2001,2,127000,113514.35978686875
903236010,3,3482,5,1,1,1948,2001,2,127000,130611.52370224053
903236010,3,3482,5,1,1,1948,2001,2,127000,124490.2866794819
903456130,11,3624,6,1,2,1925,1950,2,127000,128493.84781730719
903456130,11,3624,6,1,2,1925,1950,2,127000,115262.05508491179
903456130,11,3624,6,1,2,1925,1950,2,127000,120425.18659636205
903456130,11,3624,6,1,2,1925,1950,2,127000,122926.1897942848
903456130,11,3624,6,1,2,1925,1950,2,127000,113514.35978686875
903456130,11,3624,6,1,2,1925,1950,2,127000,130611.52370224053
903456130,11,3624,6,1,2,1925,1950,2,127000,124490.2866794819
907227050,5,2944,5,1,1,1972,1972,2,127000,128493.84781730719
907227050,5,2944,5,1,1,1972,1972,2,127000,115262.05508491179
907227050,5,2944,5,1,1,1972,1972,2,127000,120425.18659636205
907227050,5,2944,5,1,1,1972,1972,2,127000,122926.1897942848
907227050,5,2944,5,1,1,1972,1972,2,127000,113514.35978686875
907227050,5,2944,5,1,1,1972,1972,2,127000,130611.52370224053
907227050,5,2944,5,1,1,1972,1972,2,127000,124490.2866794819
534178010,17,3467,6,1,1,1963,1963,1,127000,128493.84781730719
534178010,17,3467,6,1,1,1963,1963,1,127000,115262.05508491179
534178010,17,3467,6,1,1,1963,1963,1,127000,120425.18659636205
534178010,17,3467,6,1,1,1963,1963,1,127000,122926.1897942848
534178010,17,3467,6,1,1,1963,1963,1,127000,113514.35978686875
534178010,17,3467,6,1,1,1963,1963,1,127000,130611.52370224053
534178010,17,3467,6,1,1,1963,1963,1,127000,124490.2866794819
534201040,15,3471,5,1,1,1967,1993,1,127000,128493.84781730719
534201040,15,3471,5,1,1,1967,1993,1,127000,115262.05508491179
534201040,15,3471,5,1,1,1967,1993,1,127000,120425.18659636205
534201040,15,3471,5,1,1,1967,1993,1,127000,122926.1897942848
534201040,15,3471,5,1,1,1967,1993,1,127000,113514.35978686875
534201040,15,3471,5,1,1,1967,1993,1,127000,130611.52370224053
534201040,15,3471,5,1,1,1967,1993,1,127000,124490.2866794819
535325090,15,3027,5,1,1,1956,2003,1,127000,128493.84781730719
535325090,15,3027,5,1,1,1956,2003,1,127000,115262.05508491179
535325090,15,3027,5,1,1,1956,2003,1,127000,120425.18659636205
535325090,15,3027,5,1,1,1956,2003,1,127000,122926.1897942848
535325090,15,3027,5,1,1,1956,2003,1,127000,113514.35978686875
535325090,15,3027,5,1,1,1956,2003,1,127000,130611.52370224053
535325090,15,3027,5,1,1,1956,2003,1,127000,124490.2866794819
903454010,11,3394,6,0,1,1914,2006,1,127000,128493.84781730719
903454010,11,3394,6,0,1,1914,2006,1,127000,115262.05508491179
903454010,11,3394,6,0,1,1914,2006,1,127000,120425.18659636205
903454010,11,3394,6,0,1,1914,2006,1,127000,122926.1897942848
903454010,11,3394,6,0,1,1914,2006,1,127000,113514.35978686875
903454010,11,3394,6,0,1,1914,2006,1,127000,130611.52370224053
903454010,11,3394,6,0,1,1914,2006,1,127000,124490.2866794819
905105260,22,3251,5,1,1,1966,1966,1,127000,128493.84781730719
905105260,22,3251,5,1,1,1966,1966,1,127000,115262.05508491179
905105260,22,3251,5,1,1,1966,1966,1,127000,120425.18659636205
905105260,22,3251,5,1,1,1966,1966,1,127000,122926.1897942848
905105260,22,3251,5,1,1,1966,1966,1,127000,113514.35978686875
905105260,22,3251,5,1,1,1966,1966,1,127000,130611.52370224053
905105260,22,3251,5,1,1,1966,1966,1,127000,124490.2866794819
907227060,5,3168,5,2,1,1972,2000,1,127000,128493.84781730719
907227060,5,3168,5,2,1,1972,2000,1,127000,115262.05508491179
907227060,5,3168,5,2,1,1972,2000,1,127000,120425.18659636205
907227060,5,3168,5,2,1,1972,2000,1,127000,122926.1897942848
907227060,5,3168,5,2,1,1972,2000,1,127000,113514.35978686875
907227060,5,3168,5,2,1,1972,2000,1,127000,130611.52370224053
907227060,5,3168,5,2,1,1972,2000,1,127000,124490.2866794819
534453150,3,3584,5,2,1,1908,1991,0,127000,128493.84781730719
534453150,3,3584,5,2,1,1908,1991,0,127000,115262.05508491179
534453150,3,3584,5,2,1,1908,1991,0,127000,120425.18659636205
534453150,3,3584,5,2,1,1908,1991,0,127000,122926.1897942848
534453150,3,3584,5,2,1,1908,1991,0,127000,113514.35978686875
534453150,3,3584,5,2,1,1908,1991,0,127000,130611.52370224053
534453150,3,3584,5,2,1,1908,1991,0,127000,124490.2866794819
535325130,15,3275,5,2,1,1956,1956,0,127000,128493.84781730719
535325130,15,3275,5,2,1,1956,1956,0,127000,115262.05508491179
535325130,15,3275,5,2,1,1956,1956,0,127000,120425.18659636205
535325130,15,3275,5,2,1,1956,1956,0,127000,122926.1897942848
535325130,15,3275,5,2,1,1956,1956,0,127000,113514.35978686875
535325130,15,3275,5,2,1,1956,1956,0,127000,130611.52370224053
535325130,15,3275,5,2,1,1956,1956,0,127000,124490.2866794819
535354130,15,4057,6,2,1,1947,1950,0,127000,128493.84781730719
535354130,15,4057,6,2,1,1947,1950,0,127000,115262.05508491179
535354130,15,4057,6,2,1,1947,1950,0,127000,120425.18659636205
535354130,15,4057,6,2,1,1947,1950,0,127000,122926.1897942848
535354130,15,4057,6,2,1,1947,1950,0,127000,113514.35978686875
535354130,15,4057,6,2,1,1947,1950,0,127000,130611.52370224053
535354130,15,4057,6,2,1,1947,1950,0,127000,124490.2866794819
923225240,13,4043,5,1,2,1977,1977,0,127000,128493.84781730719
923225240,13,4043,5,1,2,1977,1977,0,127000,115262.05508491179
923225240,13,4043,5,1,2,1977,1977,0,127000,120425.18659636205
923225240,13,4043,5,1,2,1977,1977,0,127000,122926.1897942848
923225240,13,4043,5,1,2,1977,1977,0,127000,113514.35978686875
923225240,13,4043,5,1,2,1977,1977,0,127000,130611.52370224053
923225240,13,4043,5,1,2,1977,1977,0,127000,124490.2866794819
532479070,22,4657,6,2,2,1974,2002,4,169000,151288.17601329132
532479070,22,4657,6,2,2,1974,2002,4,169000,177366.040012419
909250060,21,6034,6,1,2,1919,1990,4,169000,151288.17601329132
909250060,21,6034,6,1,2,1919,1990,4,169000,177366.040012419
923201020,14,4124,5,2,1,1965,1977,4,169000,151288.17601329132
923201020,14,4124,5,2,1,1965,1977,4,169000,177366.040012419
527110120,8,4576,6,2,2,1997,1997,1,169000,151288.17601329132
527110120,8,4576,6,2,2,1997,1997,1,169000,177366.040012419
526302120,15,6174,5,3,1,1957,1957,0,169000,151288.17601329132
526302120,15,6174,5,3,1,1957,1957,0,169000,177366.040012419
527226010,8,5259,5,2,2,1948,1950,0,169000,151288.17601329132
527226010,8,5259,5,2,2,1948,1950,0,169000,177366.040012419
527328010,17,3774,6,2,1,1980,1980,0,169000,151288.17601329132
527328010,17,3774,6,2,1,1980,1980,0,169000,177366.040012419
902100110,20,5368,5,2,2,1900,2005,0,169000,151288.17601329132
902100110,20,5368,5,2,2,1900,2005,0,169000,177366.040012419
533130160,18,6553,8,3,2,1992,1993,4,285000,244968.95669747418
924151040,14,5767,8,2,2,1994,1995,4,285000,244968.95669747418
528168040,19,6585,8,3,2,2003,2004,1,285000,244968.95669747418
533130170,18,7968,8,2,2,1992,2000,1,285000,244968.95669747418
907280100,5,5664,9,3,2,2002,2002,1,285000,244968.95669747418
533253060,9,2788,8,2,1,1980,1980,4,155000,149841.22493462282
533253060,9,2788,8,2,1,1980,1980,4,155000,147006.683051369
533253060,9,2788,8,2,1,1980,1980,4,155000,201958.5210291912
533253060,9,2788,8,2,1,1980,1980,4,155000,140500.74472442936
533253060,9,2788,8,2,1,1980,1980,4,155000,168399.53713208588
535477020,15,4876,6,2,1,1966,1966,4,155000,149841.22493462282
535477020,15,4876,6,2,1,1966,1966,4,155000,147006.683051369
535477020,15,4876,6,2,1,1966,1966,4,155000,201958.5210291912
535477020,15,4876,6,2,1,1966,1966,4,155000,140500.74472442936
535477020,15,4876,6,2,1,1966,1966,4,155000,168399.53713208588
906477110,4,3554,6,2,1,1971,1971,4,155000,149841.22493462282
906477110,4,3554,6,2,1,1971,1971,4,155000,147006.683051369
906477110,4,3554,6,2,1,1971,1971,4,155000,201958.5210291912
906477110,4,3554,6,2,1,1971,1971,4,155000,140500.74472442936
906477110,4,3554,6,2,1,1971,1971,4,155000,168399.53713208588
535175050,15,3942,6,1,1,1958,1998,3,155000,149841.22493462282
535175050,15,3942,6,1,1,1958,1998,3,155000,147006.683051369
535175050,15,3942,6,1,1,1958,1998,3,155000,201958.5210291912
535175050,15,3942,6,1,1,1958,1998,3,155000,140500.74472442936
535175050,15,3942,6,1,1,1958,1998,3,155000,168399.53713208588
903427120,20,5160,6,2,2,1915,1950,3,155000,149841.22493462282
903427120,20,5160,6,2,2,1915,1950,3,155000,147006.683051369
903427120,20,5160,6,2,2,1915,1950,3,155000,201958.5210291912
903427120,20,5160,6,2,2,1915,1950,3,155000,140500.74472442936
903427120,20,5160,6,2,2,1915,1950,3,155000,168399.53713208588
903429080,20,4726,7,1,1,1915,2005,3,155000,149841.22493462282
903429080,20,4726,7,1,1,1915,2005,3,155000,147006.683051369
903429080,20,4726,7,1,1,1915,2005,3,155000,201958.5210291912
903429080,20,4726,7,1,1,1915,2005,3,155000,140500.74472442936
903429080,20,4726,7,1,1,1915,2005,3,155000,168399.53713208588
909252020,21,3406,7,2,1,1936,2007,3,155000,149841.22493462282
909252020,21,3406,7,2,1,1936,2007,3,155000,147006.683051369
909252020,21,3406,7,2,1,1936,2007,3,155000,201958.5210291912
909252020,21,3406,7,2,1,1936,2007,3,155000,140500.74472442936
909252020,21,3406,7,2,1,1936,2007,3,155000,168399.53713208588
909277090,6,4126,5,1,1,1960,1960,3,155000,149841.22493462282
909277090,6,4126,5,1,1,1960,1960,3,155000,147006.683051369
909277090,6,4126,5,1,1,1960,1960,3,155000,201958.5210291912
909277090,6,4126,5,1,1,1960,1960,3,155000,140500.74472442936
909277090,6,4126,5,1,1,1960,1960,3,155000,168399.53713208588
528188090,19,4490,7,2,2,2003,2004,2,155000,149841.22493462282
528188090,19,4490,7,2,2,2003,2004,2,155000,147006.683051369
528188090,19,4490,7,2,2,2003,2004,2,155000,201958.5210291912
528188090,19,4490,7,2,2,2003,2004,2,155000,140500.74472442936
528188090,19,4490,7,2,2,2003,2004,2,155000,168399.53713208588
531375120,23,3918,6,2,1,2003,2004,2,155000,149841.22493462282
531375120,23,3918,6,2,1,2003,2004,2,155000,147006.683051369
531375120,23,3918,6,2,1,2003,2004,2,155000,201958.5210291912
531375120,23,3918,6,2,1,2003,2004,2,155000,140500.74472442936
531375120,23,3918,6,2,1,2003,2004,2,155000,168399.53713208588
534400030,15,3901,5,2,2,1963,1963,2,155000,149841.22493462282
534400030,15,3901,5,2,2,1963,1963,2,155000,147006.683051369
534400030,15,3901,5,2,2,1963,1963,2,155000,201958.5210291912
534400030,15,3901,5,2,2,1963,1963,2,155000,140500.74472442936
534400030,15,3901,5,2,2,1963,1963,2,155000,168399.53713208588
535453210,15,4115,5,1,1,1960,1960,2,155000,149841.22493462282
535453210,15,4115,5,1,1,1960,1960,2,155000,147006.683051369
535453210,15,4115,5,1,1,1960,1960,2,155000,201958.5210291912
535453210,15,4115,5,1,1,1960,1960,2,155000,140500.74472442936
535453210,15,4115,5,1,1,1960,1960,2,155000,168399.53713208588
902128150,20,4584,6,2,2,1940,1950,2,155000,149841.22493462282
902128150,20,4584,6,2,2,1940,1950,2,155000,147006.683051369
902128150,20,4584,6,2,2,1940,1950,2,155000,201958.5210291912
902128150,20,4584,6,2,2,1940,1950,2,155000,140500.74472442936
902128150,20,4584,6,2,2,1940,1950,2,155000,168399.53713208588
905403150,7,3777,6,2,1,1953,1953,2,155000,149841.22493462282
905403150,7,3777,6,2,1,1953,1953,2,155000,147006.683051369
905403150,7,3777,6,2,1,1953,1953,2,155000,201958.5210291912
905403150,7,3777,6,2,1,1953,1953,2,155000,140500.74472442936
905403150,7,3777,6,2,1,1953,1953,2,155000,168399.53713208588
907126030,5,3498,5,2,1,1994,1994,2,155000,149841.22493462282
907126030,5,3498,5,2,1,1994,1994,2,155000,147006.683051369
907126030,5,3498,5,2,1,1994,1994,2,155000,201958.5210291912
907126030,5,3498,5,2,1,1994,1994,2,155000,140500.74472442936
907126030,5,3498,5,2,1,1994,1994,2,155000,168399.53713208588
527226040,8,4776,5,3,1,1969,1990,1,155000,149841.22493462282
527226040,8,4776,5,3,1,1969,1990,1,155000,147006.683051369
527226040,8,4776,5,3,1,1969,1990,1,155000,201958.5210291912
527226040,8,4776,5,3,1,1969,1990,1,155000,140500.74472442936
527226040,8,4776,5,3,1,1969,1990,1,155000,168399.53713208588
527403310,15,4345,5,2,1,1970,1990,1,155000,149841.22493462282
527403310,15,4345,5,2,1,1970,1990,1,155000,147006.683051369
527403310,15,4345,5,2,1,1970,1990,1,155000,201958.5210291912
527403310,15,4345,5,2,1,1970,1990,1,155000,140500.74472442936
527403310,15,4345,5,2,1,1970,1990,1,155000,168399.53713208588
527427160,15,4522,6,2,2,2001,2001,1,155000,149841.22493462282
527427160,15,4522,6,2,2,2001,2001,1,155000,147006.683051369
527427160,15,4522,6,2,2,2001,2001,1,155000,201958.5210291912
527427160,15,4522,6,2,2,2001,2001,1,155000,140500.74472442936
527427160,15,4522,6,2,2,2001,2001,1,155000,168399.53713208588
527453010,16,4340,6,2,2,1976,1976,1,155000,149841.22493462282
527453010,16,4340,6,2,2,1976,1976,1,155000,147006.683051369
527453010,16,4340,6,2,2,1976,1976,1,155000,201958.5210291912
527453010,16,4340,6,2,2,1976,1976,1,155000,140500.74472442936
527453010,16,4340,6,2,2,1976,1976,1,155000,168399.53713208588
908152260,7,3805,5,2,1,2006,2007,1,155000,149841.22493462282
908152260,7,3805,5,2,1,2006,2007,1,155000,147006.683051369
908152260,7,3805,5,2,1,2006,2007,1,155000,201958.5210291912
908152260,7,3805,5,2,1,2006,2007,1,155000,140500.74472442936
908152260,7,3805,5,2,1,2006,2007,1,155000,168399.53713208588
527378010,17,3771,6,2,2,1974,1974,0,155000,149841.22493462282
527378010,17,3771,6,2,2,1974,1974,0,155000,147006.683051369
527378010,17,3771,6,2,2,1974,1974,0,155000,201958.5210291912
527378010,17,3771,6,2,2,1974,1974,0,155000,140500.74472442936
527378010,17,3771,6,2,2,1974,1974,0,155000,168399.53713208588
534201250,15,4970,5,2,1,1968,1968,0,155000,149841.22493462282
534201250,15,4970,5,2,1,1968,1968,0,155000,147006.683051369
534201250,15,4970,5,2,1,1968,1968,0,155000,201958.5210291912
534201250,15,4970,5,2,1,1968,1968,0,155000,140500.74472442936
534201250,15,4970,5,2,1,1968,1968,0,155000,168399.53713208588
535305120,15,3766,6,2,1,1951,1951,0,155000,149841.22493462282
535305120,15,3766,6,2,1,1951,1951,0,155000,147006.683051369
535305120,15,3766,6,2,1,1951,1951,0,155000,201958.5210291912
535305120,15,3766,6,2,1,1951,1951,0,155000,140500.74472442936
535305120,15,3766,6,2,1,1951,1951,0,155000,168399.53713208588
535477060,15,3809,6,2,1,1966,1966,0,155000,149841.22493462282
535477060,15,3809,6,2,1,1966,1966,0,155000,147006.683051369
535477060,15,3809,6,2,1,1966,1966,0,155000,201958.5210291912
535477060,15,3809,6,2,1,1966,1966,0,155000,140500.74472442936
535477060,15,3809,6,2,1,1966,1966,0,155000,168399.53713208588
902325100,20,5866,7,2,2,1910,2005,0,155000,149841.22493462282
902325100,20,5866,7,2,2,1910,2005,0,155000,147006.683051369
902325100,20,5866,7,2,2,1910,2005,0,155000,201958.5210291912
902325100,20,5866,7,2,2,1910,2005,0,155000,140500.74472442936
902325100,20,5866,7,2,2,1910,2005,0,155000,168399.53713208588
905200290,22,5224,5,2,2,1957,2000,0,155000,149841.22493462282
905200290,22,5224,5,2,2,1957,2000,0,155000,147006.683051369
905200290,22,5224,5,2,2,1957,2000,0,155000,201958.5210291912
905200290,22,5224,5,2,2,1957,2000,0,155000,140500.74472442936
905200290,22,5224,5,2,2,1957,2000,0,155000,168399.53713208588
534152070,17,5684,6,2,3,1978,1978,4,212500,204937.29994864314
528175050,19,4550,7,2,2,2007,2008,3,212500,204937.29994864314
534401110,15,4131,5,2,1,1966,1966,4,159000,205743.23123619313
534401110,15,4131,5,2,1,1966,1966,4,159000,201922.90025640192
534401110,15,4131,5,2,1,1966,1966,4,159000,162470.3200378639
534401110,15,4131,5,2,1,1966,1966,4,159000,190358.03271957894
907125090,5,3380,5,2,1,1996,1996,4,159000,205743.23123619313
907125090,5,3380,5,2,1,1996,1996,4,159000,201922.90025640192
907125090,5,3380,5,2,1,1996,1996,4,159000,162470.3200378639
907125090,5,3380,5,2,1,1996,1996,4,159000,190358.03271957894
923276250,14,6696,5,2,4,1985,1986,4,159000,205743.23123619313
923276250,14,6696,5,2,4,1985,1986,4,159000,201922.90025640192
923276250,14,6696,5,2,4,1985,1986,4,159000,162470.3200378639
923276250,14,6696,5,2,4,1985,1986,4,159000,190358.03271957894
531363010,23,4230,7,2,1,2007,2007,3,159000,205743.23123619313
531363010,23,4230,7,2,1,2007,2007,3,159000,201922.90025640192
531363010,23,4230,7,2,1,2007,2007,3,159000,162470.3200378639
531363010,23,4230,7,2,1,2007,2007,3,159000,190358.03271957894
531375040,23,3918,7,2,1,2004,2005,3,159000,205743.23123619313
531375040,23,3918,7,2,1,2004,2005,3,159000,201922.90025640192
531375040,23,3918,7,2,1,2004,2005,3,159000,162470.3200378639
531375040,23,3918,7,2,1,2004,2005,3,159000,190358.03271957894
535105100,15,4696,6,2,1,1963,1963,3,159000,205743.23123619313
535105100,15,4696,6,2,1,1963,1963,3,159000,201922.90025640192
535105100,15,4696,6,2,1,1963,1963,3,159000,162470.3200378639
535105100,15,4696,6,2,1,1963,1963,3,159000,190358.03271957894
531375110,23,3918,5,2,1,2004,2004,2,159000,205743.23123619313
531375110,23,3918,5,2,1,2004,2004,2,159000,201922.90025640192
531375110,23,3918,5,2,1,2004,2004,2,159000,162470.3200378639
531375110,23,3918,5,2,1,2004,2004,2,159000,190358.03271957894
535453020,15,4079,5,1,1,1959,1959,2,159000,205743.23123619313
535453020,15,4079,5,1,1,1959,1959,2,159000,201922.90025640192
535453020,15,4079,5,1,1,1959,1959,2,159000,162470.3200378639
535453020,15,4079,5,1,1,1959,1959,2,159000,190358.03271957894
535327210,15,4679,5,2,1,1956,2001,0,159000,205743.23123619313
535327210,15,4679,5,2,1,1956,2001,0,159000,201922.90025640192
535327210,15,4679,5,2,1,1956,2001,0,159000,162470.3200378639
535327210,15,4679,5,2,1,1956,2001,0,159000,190358.03271957894
535402220,15,4820,6,2,1,1962,1981,0,159000,205743.23123619313
535402220,15,4820,6,2,1,1962,1981,0,159000,201922.90025640192
535402220,15,4820,6,2,1,1962,1981,0,159000,162470.3200378639
535402220,15,4820,6,2,1,1962,1981,0,159000,190358.03271957894
903225090,3,4752,6,2,2,1947,1950,0,159000,205743.23123619313
903225090,3,4752,6,2,2,1947,1950,0,159000,201922.90025640192
903225090,3,4752,6,2,2,1947,1950,0,159000,162470.3200378639
903225090,3,4752,6,2,2,1947,1950,0,159000,190358.03271957894
534403410,15,3940,5,2,1,1964,1964,4,180500,162571.1610412156
527180100,8,4808,7,2,2,1990,1990,3,180500,162571.1610412156
533254110,27,5917,8,2,2,1976,1976,3,180500,162571.1610412156
534400060,15,4851,6,2,2,1964,1964,2,180500,162571.1610412156
903400040,3,4932,6,2,1,1919,1950,1,180500,162571.1610412156
916455050,26,4362,8,2,2,2001,2001,1,180500,162571.1610412156
534425310,15,3524,6,2,1,1963,1963,4,137500,135420.5190719642
916176030,26,4032,6,2,1,1958,1958,3,137500,135420.5190719642
535302130,15,4092,5,2,1,1953,1953,2,137500,135420.5190719642
908128050,7,4088,4,2,2,1972,1972,2,137500,135420.5190719642
923426010,14,3126,5,2,1,1984,1984,2,137500,135420.5190719642
534278170,15,3676,5,2,1,1961,1961,1,137500,135420.5190719642
903233050,3,4145,5,1,1,1920,2004,1,137500,135420.5190719642
527453070,16,3484,7,1,2,1976,1976,0,137500,135420.5190719642
904100030,22,3938,5,1,1,1951,1951,0,137500,135420.5190719642
908188140,7,4768,7,2,2,2004,2004,0,137500,135420.5190719642
909279040,6,3312,4,1,1,1922,1950,0,137500,135420.5190719642
534427010,15,5184,5,0,2,1962,2001,4,84900,83475.08463863861
905478190,7,2168,4,1,1,1946,2006,4,84900,83475.08463863861
908102060,7,1520,3,1,1,1945,2007,4,84900,83475.08463863861
534431070,15,4364,6,2,2,1949,1950,4,172500,156793.44280698182
534251030,17,4367,6,2,2,1971,1971,3,172500,156793.44280698182
905103040,22,4724,6,2,2,1978,1978,3,172500,156793.44280698182
916386040,26,3636,5,2,2,2006,2007,2,172500,156793.44280698182
528228270,0,4422,7,3,2,2006,2007,1,172500,156793.44280698182
905200280,22,5343,5,2,2,1958,1958,0,172500,156793.44280698182
534450180,3,2574,5,0,1,1958,2008,4,116500,119998.75594192334
534450180,3,2574,5,0,1,1958,2008,4,116500,110195.45869184495
909451020,1,3042,6,2,1,1980,1980,2,116500,119998.75594192334
909451020,1,3042,6,2,1,1980,1980,2,116500,110195.45869184495
903452090,11,3446,5,1,1,1910,2004,0,116500,119998.75594192334
903452090,11,3446,5,1,1,1910,2004,0,116500,110195.45869184495
534475100,15,3462,5,1,1,1954,1954,4,128000,105342.72398152565
